PageNumber,Year,Title_TR,Title_EN,Abstract_TR,Abstract_EN,Keywords_TR,Keywords_EN
440,2021-2022,Termoplastik Geri Dönüşüm,Thermoplastic Recycle,"Bu çalışma, havacılık sektörünün geleceği için yüksek önem taşıyan, dünyada ve ülkemizde yeni bir kullanım alanı olan termoplastik kompozit malzemelerin geri dönüşümü üzerine yapılmıştır. Mevcut kullanılan malzemelere göre hafiflik, üretim kolaylığı ve enerji gereksinimi gibi birçok konuda avantajlar sağlayan termoplastik malzemelerin kullanımı gün geçtikçe artmaktadır. Birçok havacılık yapısında kullanılacak olması beraberinde yüksek miktarda atık malzeme getireceğini gösterir. Bu projede, bu atıkların geri dönüştürülerek ham madde tedariği, depolama alanı ve bertaraf işlemleri gibi atık yönetimi sorunlarının ortadan kalkması hedeflenmiştir. Bu hedef doğrultusunda üretim hattından alınmış karbon fiber takviyeli PEKK malzemeden yapılmış rib üretim atıklarının mekanik geri dönüşümü gerçekleştirilmiş ve geri dönüştürülmüş ürün incelenmiştir. Elde edilen sonuçların umut verici olduğu görülmüştür.","This study was carried out on the recycling of thermoplastic composite materials, which is a new area of use and has a high potential for the aerospace industry. The use of thermoplastic materials, which provide advantages in many aspects such as lightness, ease of production, and energy requirement, is increasing day by day compared to existing materials. The fact that it will be used in many aerospace structures shows that it will bring a high amount of waste material. In this project, it is aimed to eliminate waste management problems such as raw material supply, storage area and disposal processes by recycling these wastes. In line with this goal, mechanical recycling of rib production waste made of carbon fiber reinforced PEKK material taken from the production line was carried out and the recycled product was examined. The obtained results were found to be promising.",termoplastik kompozit; PEKK; mekanik geri dönüşüm; karbon fiber,thermoplastic composite; PEKK; mechanical recycle; carbon fiber.
446,2021-2022,Tersine Benzetim Yöntemiyle Yükseliş ve Dalış Manevrasının İcrası,Execution of Pull up Push over Maneuver Using Inverse Simulation Method,"Bu çalışmada tersine benzetim yöntemiyle yükseliş ve dalış manevrasının icrası başlıklı konu ele alınmıştır. Konunun ana amacı sabit kanatlı bir hava aracının yükseliş ve dalış manevrasını gerçekleştirebilmek için sisteme hangi kontrol girdilerini uygulamak gerektiğini bulmaktır. Tersine benzetim yöntemleri olan optimizasyon, türev ve integral yöntemleri arasından integral yöntemiyle bu çalışma gerçekleştirilmiştir. İntegral metodu manevra ve modelden bağımsız bir algoritmaya sahip olduğu için tercih edilmiştir. Yükseliş ve dalış manevrası Ɵ(yunuslama) açısı ve hız parametrelerine bağlı olarak tanımlanmıştır. Sisteme sinüs dalgası olarak verilen Ɵ açısı takibi ve seyir uçuşu esnasındaki hızın manevra boyunca sabit tutulması hedeflenmiştir. Newton-Raphson iteratif yöntemiyle hava aracının belirli zaman adımları için kontrol çıktıları üretilmesi sağlanmıştır. Sisteme verilen Ɵ açısı girdisi ve sabit hız girdisi , durum uzay modelinin ürettiği çıktılar arasından bir fark olacaktır ve bu farka hata denir. Bu hata değerinin belirlenen tolerans değerinden küçük olması beklenmektedir. Aksi taktirde jacobian matrisi kullanılarak aynı zaman adımı için farklı kontrol inputları ile durum uzay modelini besleyerek Ɵ açısı ve hız değerlerinin istenen değerlere tolerans çerçevesinde yaklaşması beklenir. Bu çalışma Matlab/Simulink kullanılarak gerçekleştirilmiştir.","In this study, the subject of performing the pull up push over maneuver with the inverse simulation method has been studied. The main purpose of the topic is to find out which control inputs should be applied to the system in order to perform the pull up push over maneuver of a fixed wing aircraft. Among the inverse simulation methods, optimization, derivative and integral methods, this study was carried out with the integral method. The integral method is preferred because it has an algorithm independent of the maneuver and the model. The pull up push over maneuver are defined depending on the Ɵ (pitch) angle and velocity parameters. It is aimed to follow the Ɵ angle given to the system as a sine wave and to keep the speed during the cruise flight constant throughout the maneuver. With the Newton- Raphson iterative method, control outputs are produced for certain time steps of the aircraft. The Ɵ angle input and the constant velocity input given to the system will be a difference between the outputs produced by the state space model, and this difference is called error. This error value is expected to be smaller than the specified tolerance value. Otherwise, by feeding the state space model with different control inputs for the same time step by using the jacobian matrix, it is expected that the Ɵ angle and velocity values approach the desired values within the tolerance frame. This study was carried out using Matlab/Simulink.","Yükseliş ve dalış manevrası, tersine benzetim yöntemi, integral metodu, jacobian matris","Pull up and push over maneuver, inverse simulation method ,integration method, jacobian matrix"
452,2021-2022,Ticari Uçak Kanadı ve Yapısal Sağlık Takip Sistemi İçin Statik/Dinamik Test Düzeneği Tasarımı,Design of a Commercial Aircraft Wing and It’s Static/ Dynamic Test Rig for Structural Health Monitoring (SHM),"Yer Titreşim Testi (GVT), uçak sertifikasyon sürecinin bir parçasıdır ve ana amacı, yapısal dinamik modellerini doğrulamak ve iyileştirmek için tüm uçak yapısının deneysel titreşim verilerini elde etmektir. Bu modeller, çırpıntı davranışını tahmin etmek ve güvenlik açısından kritik uçuş testlerini planlamak için kullanılır. Bu projenin temel amacı, seçilen bir ticari uçak kanadının gerekli analizleri yapıldıktan sonra elde edilen değerlerle uygun bir yer titreşim test cihazı tasarlamaktır. Analizde kullanılmak üzere seçilen ticari uçak kanadı, NASA ve Boeing Company iş birliğiyle araştırmalarda kullanılmak üzere tasarlanmış Ortak Araştırma Modeli’ dir. Bu model kullanılarak aerodinamik, modal, yapısal ve aeroelastik analizler yapılacaktır. Analizler sonucunda elde edilen değerler, statik/dinamik test düzeneği tasarımında tasarım parametreleri olarak kullanılacaktır.","Ground Vibration Testing (GVT) is part of the aircraft certification process, and its main purpose is to obtain experimental vibration data of the entire aircraft structure to validate and improve structural dynamic models. These models are used to predict flutter behavior and to plan safety-critical flight tests. The main purpose of this project is to design a suitable ground vibration test equipment with the values obtained after the necessary analysis of a selected commercial airplane wing. The commercial airplane wing chosen for use in the analysis is the Joint Research Model designed for use in research in collaboration with NASA and Boeing Company. By using this model, aerodynamic, modal, structural and aeroelastic analyzes will be made. The values obtained because of the analyzes will be used as design parameters in the static/dynamic test setup design.","yer titreşim testi, ortak araştırma modeli, hesaplamalı akışkanlar dinamiği (HAD), yapısal analiz, modal analiz, aeroelastik analiz, çırpıntı tahmini.","ground vibration test (GVT), common research model (CRM), computational fluid dynamics (CFD), structural analysis, modal analysis, aeroelastic analysis, flutter prediction."
456,2021-2022,Transmisyon Üretim Hattında Çizelgeleme,Production Scheduling in a Transmission Production Line,"Bu rapor, TUSAŞ'ın Ankara-Kahramankazan'daki fabrikasında transmisyon detay üretim hattının üretim takvimini oluşturmak için yapılan araştırma ve projelendirmeyi özetlemektedir. Projenin temel amacı, TUSAŞ bünyesinde önümüzdeki yıllarda gerçekleşmesi planlanan üretim artışı için optimum parti boyutunu belirlemek ve bir üretim programı oluşturmaktır. Bunun için şanzıman üretim hattı sürecini araştırdık ve optimize etmeyi planlanmıştır. Sezgisel çözüm yöntemleri için önce matematiksel bir model oluşturulmuştur. Bu modelin Microsoft Excel Çözücü'de 4 makine ve 2 parça için birkaç işlemle çalışıp çalışmadığını test edilmiş ve GRG Nonlinear motorunu kullanarak geliştirilen modelin küçük ölçekte çalıştığı ispat edilmiştir. Daha sonra genetik algoritmayı modele uygulamaya başlanmıştır. Python ile genetik algoritma çalışmaları için kromozom-gen yapımızı oluşturulmuştur. Çaprazlama ve mutasyon yapılarak en iyi ebeveynleri bulmak için bir uygunluk fonksiyonu oluşturulmuştur. Daha sonra 500 nesil boyunca tekrarlanarak minimum makespan bulunmuştur.","This report summarizes the research and project planning done to create a production schedule for the transmission detail production line in TUSAŞ's factory in Kahramankazan, Ankara. The main purpose of the project is to determine the optimum batch size for the planned increase in production to be realized in the coming years within TUSAŞ, as well as to create a production schedule. For this, we have explored and plan to optimize the process of the transmission production line. We decided to first create a mathematical model for the heuristic solution methods. We tested whether this model works in Microsoft Excel Solver for 4 machines and 2 pieces with several operations and found a solution using the GRG Nonlinear engine, showing the model we’ve developed so far does work on a small scale. We then began applying the genetic algorithm to our model. We created our chromosome-gene structure for our genetic algorithm studies with Python. We generated a fitness function to find the best parents, with which we did crossover and mutation. After repeating this for 500 generations, we found the minimum makespan.","Transmisyn üretim hattı, üretim planlama, çizelgeleme problemi, sezgisel yöntemler, matematiksel modelleme, Excel Çözücü, Genetik Algoritma, Makespan","Transmission line, production planning, scheduling"
460,2021-2022,Transonik ve Sesüstü Akış Rejimlerinde Nozül Tasarımı ve Çıkış Alanının Yatay Kuyruk Etkenliğine Katkısı,The Contribution of Nozzle Design and Exit Area of Nozzle to Horizontal Tail Effectiveness in Transonic and Supersonic Flow Regimes,"Bu çalışma kapsamında, hava araçlarının yatay kuyruk etkenliğinin değişimi farklı boğaz-alan oranına sahip lüle geometrileri için yunuslama moment katsayısı üzerinden incelenmiştir. Literatür araştırması sonrasında daha önceden deneysel verisi ve farklı lüle boğaz-çıkış alan oranlarına sahip konfigürasyonları bulunan lüle geometrileri NASA TP-1953 teknik raporundan elde edilmiştir. Akış alanı önce iki boyutlu olarak modellenmiştir. Sonraki aşamada çözüm ağının blokları aynı kalitede kalacak şekilde üç boyutlu eksenel simetrik hale getirilmiş ve kuyruk eklenmiştir. Lüle çıkış etkilerinin net incelenebilmesi için kuyruk, gövdenin arka tarafına, jet çıkışıyla iç içe olacak şekilde F-22 avcı uçaklarındakine benzer şekilde konumlandırılmıştır. Sonrasında bu kuyruk üzerindeki moment değerleri ve yunuslama moment katsayıları üzerinden sonuca ulaşılmıştır.","In this study, effectiveness of horizontal tail on aircrafts are investigated for various nozzle throat-exit area ratios using pitching moment. After the survey, NASA TP-1953 technical report is selected as a benchmark case since it contains useful experimental data and geometries of different nozzle throat-exit area ratios. Firstly, flow domain is modelled in 2D. Afterwards, horizontal tail is added to the geometry and axially symmetric mesh is created in 3D in ICEM with same blocks and quality parameters. In order to precisely observe nozzle exit effects, horizontal tail is positioned at the end of boattail as it is in F-22 fighter aircrafts. Then the study is concluded by comparing and interpreting the moment and moment coefficient values.","lüle, yatay kuyruk, aerodinamik, HAD, OpenFOAM, sesüstü akış.","nozzle, horizontal tail, aerodynamics, CFD, OpenFOAM, supersonic flow ."
466,2021-2022,Uçak Boya Hazırlama Parametrelerinin Yapışma Performansına Etkisi,Effect of Aircraft Paint Preparation Parameters on Adhesion Performance,"Bu projede, uçak boya hazırlama parametrelerinin yapışma performansına etkisi araştırılmıştır. Öncelikle bu kapsamda literatürde yapılan çalışmalar incelenmiştir. Deneysel kısma geçildiğinde, test plakalarına yüzey hazırlığı ve anodize işlemi uygulanmıştır. Taguchi Metodu’na göre MINITAB 18’de her iki boyanın yapışma performansına etki eden parametrelerin (boya kalınlığı, bekleme süresi, kürlenme süresi ve boya karışım oranı) incelenmesi için deney tasarım matrisi oluşturulmuştur. Klasik metod ile de yüzey temizliğinin boya yapışması üzerine etkisi incelenmiştir. Anodize olmuş test plakalarına boya uygulamasının ardından “cross cut” testi uygulanmıştır ve boya yapışma performansı belirlenmiştir. Boyaların TDS koşullarında hazırlanarak temiz yüzeye uygulanması halinde boya kalkmasını engelleyebileceği değerlendirilmiştir.","In this project, the effect of aircraft paint preparation parameters on adhesion performance was investigated. First of all, studies in the literature were examined. In the experimental part, surface preparation and anodization were applied to the test plates. According to the Taguchi Method, an experimental design matrix was created to examine the parameters (paint thickness, waiting time, curing time and paint mixing ratio) that affect the adhesion performance of both paints in MINITAB 18. Furthermore, the effect of surface cleaning on paint adhesion was investigated with the classical method. The “cross cut” test was applied to the painted test plates and the performance of paint adhesion was determined. It has been evaluated that if the paints are prepared according to TDS conditions and applied to the clean surface, it can prevent paint peeling off.","Anodize işlemi, boya kusuru, boya yapışma performansı, cross cut","Anodized process, paint defect, paint adhesion performance, cross cut"
470,2021-2022,Uçuş Reynolds Sayısının Uçak Kontrol Yüzeylerindeki Menteşe Momentlere Etkisi,Effect of Flight Reynolds Number on Hinge Moments on Aircraft Control Surfaces,"Bu çalışmada uçuş Reynolds sayısının uçak kontrol yüzeylerindeki menteşe momentlere etkisi incelenmiştir. Bu inceleme Onera M6 kanat profili üzerinde ANSYS FLUENT kullanarak değişik senaryolar için yapılmıştır. Reynolds sayısı irtifa, hız ve ölçek değiştirilerek değiştirilmiştir. Hız 3 ayrı rejim içinde değiştirilmiştir. 0.3 Mach, 0.95 Mach ve 1.4 Mach olacak şekilde değiştirilmiştir. İrtifa deniz seviyesinde ve 10 km yükseklikte seçilip bu irtifalardaki basınç, sıcaklık ve viskozite verisi kullanılmıştır. Ölçek 1/1, 1/10 ve 1/15 olacak şekilde seçilip 1/10 ve 1/15 ölçekler rüzgar tüneli ölçeğine uygun seçilmiştir. Reynolds sayısının nasıl değiştirildiğine bağlı olmaksızın Reynolds sayısı arttıkça menteşe moment katsayısının büyüklüğünün düştüğü görülmüştür. Elde edilen sayısal sonuçlar grafikler üstünde gösterilmiştir.","In this study, the effect of the flight Reynolds number on the hinge moments on the aircraft control surfaces was investigated. This review was made for different scenarios using ANSYS FLUENT on the Onera M6 airfoil. Reynolds number is changed by changing altitude, velocity, and scale. The velocity was changed to Mach 0.3, Mach 0.95 and Mach 1.4 as 3 different regimes. Altitude is chosen at sea level and at 10 km altitude, and pressure, temperature and viscosity data at these altitudes are used. Scale was chosen as 1/1, 1/10 and 1/15, and 1/10 and 1/15 scales were selected in accordance with the wind tunnel scale. Regardless of how Reynolds number is changed, it has been observed that magnitude of hinge moment coefficient decreases as Reynolds number increases. The numerical results obtained are shown on the graphs.","Reynolds sayısı, menteşe moment, moment katsayısı, akış analizi","Reynolds number, hinge moment, moment coefficient, flow analyses"
476,2021-2022,Uçuş Reynolds Sayısının Uçak Kontrol Yüzeylerindeki Menteşe Momentlere Etkisi,The Effect of Reynolds Number on Hinge Moments on Aircraft Control Surfaces,"Uçağın istenilen eksende manevra yapabilmesini sağlayan kontrol yüzeylerini hareket ettirmek için kontrolör veya pilotun yenmesi gereken menteşe hattına etki eden momente menteşe momenti denir. İnsansız hava aracının (İHA) aileron ve elevator kontrol yüzeylerinde meydana gelen basınç dağılımlarının farklı Reynolds sayılarında menteşe momentine etkisi sayısal analiz yaklaşımı ile incelenmiştir. Çözümde en uygun test senaryosu için gerekli sınır koşulları, türbülans modeli, geometri, kontrol yüzeyi kontrol yüzeyinin açısı açıları belirlenmiş ve simülasyon sonunda elde edilen parametrik değerler değerlendirilmiştir. Geometri olarak simetrik bir kanat profili olan NACA 0015 kullanılmıştır. Kanat profillerine istenilen kontrol yüzeyinin açısı açılarının verilmesinde, akış hacmi ölçülerinin ayarlanmasında ve hazırlanan tüm geometrilerin analize uygun formatlara dönüştürülmesinde SolidWorks bilgisayar destekli tasarım (CAD) programı kullanılmıştır. Sayısal analizler ANSYS Fluent programında iki boyutlu olarak yapılmıştır. Sınır tabaka, emme tarafı, basınç tarafı ve akım ayrılması gibi olguları daha kolay incelemek için “Realizable k-ε türbülans modeli” kullanılmıştır [1]. Sayısal analizler farklı Mach sayılarında (0.3, 0.4, 0.5, 0.6, 0.7 ve 0.8), hücum açılarında (0, 5 ve 10 derece) ve kontrol yüzeyinin açısı açılarında (-15, -10, -5, 0, 5, 10 ve 15 derece) gerçekleştirilmiştir. Analizler sonucunda hız ve basınç dağılım konturları değerlendirilmiş, global katsayı ve menteşe momenti değerleri elde edilmiştir.","The moment acting on the hinge line that the controller or pilot must overcome to move the control surfaces that enable the aircraft to maneuver in the desired axis is called the hinge moment. The effect of the pressure distributions on the flap and flaperon control surfaces of the unmanned aerial vehicle (UAV) on the hinge moment at different Reynolds numbers was investigated by a numerical analysis approach. In the solution, the necessary boundary conditions, turbulence model, geometry, and control surface deflection angles for the most suitable test scenario were determined, and the parametric values obtained at the end of the simulation were evaluated. NACA 0015, a symmetrical airfoil, was used as geometry. SolidWorks computer-aided design (CAD) program was used to give the desired deflection angles to the control surface, adjust the enclosure scales, and convert all the prepared geometries into formats suitable for analysis. Numerical analyzes were made in 2D in ANSYS Fluent program. The Realizable k-ε turbulence model is used to examine phenomena more easily such as boundary layer, suction side, pressure side, and flow separation [1]. Numerical analyzes were performed at different Mach numbers (0.3, 0.4, 0.5, 0.6, 0.7, and 0.8), angles of attack (0, 5, and 10-degrees), and deflection angles (-15, -10, -5, 0, 5, 10 and 15- degrees) was performed. As a result of the analysis, velocity and pressure distribution contours were evaluated, and global coefficient and hinge moment values were obtained.","Menteşe momenti, HAD, Reynolds sayısı, Mach sayısı, kontrol yüzeyinin açısı açısı, hücum açısı.","Hinge moment, CFD, Reynolds number, Mach number, deflection angle, angle of attack."
482,2021-2022,Uçuş Reynold Sayısının Uçak Statik Katsayıları ve Perdövites Performansına Etkisi,Effect of Flight Reynolds Number to Aircraft’s Static Stability Parameters and Stall Performance,"Bu proje ile uçuş Reynold sayısının bir uçak dizaynının statik stabilite katsayılarına ve perdövites, yani stall performansına etkisi araştırılmıştır. Statik stabilite parametreleri uçağın aerodinamik türevlerinden oluşmaktadır, bu türevlerin Reynold sayısı ile değişimi hem analitik olarak hem de açık kaynaklı programlar kullanılarak grafiğe çizdirilmiştir. Reynold sayısının stall performansına etkisi ise yine bir açık kaynaklı program yardımı ile taşıma katsayısının, hücum açısına göre değişiminin grafiğe çizdirilmesi ile analiz edilmiştir. Bahsi geçen bu grafik, farklı uçuş Reynold sayıları ile çizdirilerek, Reynold sayısının stall performansına etkisi gözler önüne serilmiştir. Bu grafikleri görsel hale getirip, akım ayrılmasının zamanını, türünü ve yerini doğrulamak için ise CFD programı kullanılmıştır. Söz konusu tüm analizler benim kendi uçak dizaynım üzerinde yapılmıştır, sonuçlar bu doğrultuda şekillenmiştir, sonuçlar spesifik uçak geometrisine ve ses altı uçuş koşulları için özgüldür.","In this project, the effect of the flight Reynolds number on the static stability coefficients and stall performance of an aircraft design was investigated. Static stability parameters consist of the aerodynamic derivatives of the aircraft, the variation of these derivatives with the Reynolds number was plotted both analytically and using open source programs. The effect of the Reynolds number on the stall performance was analyzed by plotting the change of the carry coefficient with respect to the angle of attack with the help of an open source program. This graph is plotted with different flight Reynold numbers, and the effect of Reynolds number on stall performance is revealed. The CFD program was used to visualize these graphs and verify the time, type and location of the current separation. All the analyzes in question were made on my own aircraft design, the results are specific to my specific aircraft geometry, design and to subsonic flight conditions.","stall, statik stabilite, akım ayrılması, stabilite türevleri, Reynolds sayısı","stall, static stability, flow seperation, stability derivatives, Reynolds number"
488,2021-2022,Uydu Görüntülerindeki Gürültünün Azaltılması,Noise Reduction In Satellite Images,"Son yıllarda uydu görüntüleri birçok farklı uygulama alanında yaygın şekilde kullanılan önemli bir araç haline gelmiştir. Ancak görüntülerde farklı algılayıcı sistemlerinden ve çeşitli atmosferik olaylardan kaynaklı “gürültüler” oluşabilmektedir. Bu çalışmanın temel amacı, görüntü kalitesini azaltması ve bilgi kaybına sebep olmasından dolayı görüntülerde mevcut olan gürültülerin azaltılması/ giderilmesidir. Çalışma kapsamında gürültülerin optik uydu görüntüleri üzerindeki etkilerini incelemek amacıyla İstanbul’da farklı arazi örtüsü/kullanımı sınıflarına sahip iki farklı test alanı seçilmiştir. Bunun yanı sıra farklı algılayıcı sistemlerin gürültü azaltılması/giderilmesine olan etkilerini incelemek için aynı tarihte (1 Temmuz 2020) alınan ve farklı mekânsal çözünürlüklere sahip Landsat 8 ve Sentinel 2 uydu görüntüleri kullanılmıştır. Seçilen uyduların ham görüntülerinin olmaması nedeniyle görüntülere iki farklı gürültü tipi (Gaussian ve Şerit (Stripe)) eklenmiştir. Bu kapsamda mekânsal alanda filtreleme teknikleri ile frekans alanında farklı eşik değerleri uygulamasına dayanan yöntemler kullanılarak dört farklı gürültü giderme yöntemi karşılaştırılmıştır. İlk yaklaşım, mekânsal alanda uygulanan esas olarak piksellerin komşuluk ilişkisine bağlı, Medyan Filtre ile Blok Eşleme ve 3B Filtreleme yöntemleridir. İkinci yaklaşım ise, frekans alanında Curvelet ve dalgacık tabanlı Contourlet yöntemleridir. Gürültüden arındırılmış görüntülerin kalite analizi, kalitatif (istatistiksel yöntemler; PSNR (Tepe Sinyal- Gürültü Oranı) ve MSE (Ortalama Karesel Hata)) ve kantitatif (görsel analiz) olarak değerlendirilmiştir. Kalite analizi sonucunda seçilen en iyi yöntem, homojen test alanındaki kenar bilgilerini ve heterojen test alanındaki diğer ince detayları etkin bir şekilde korumasından dolayı Curvelet Sert Eşikleme olmuştur.","In recent years, satellite images have become an important tool that is widely used in many different application areas. However, “noises” caused by different sensor systems and various atmospheric effects can occur in the images. The main purpose of this study is to reduce/remove the noise present in the images because it reduces the image quality and causes information loss. Within the scope of the study, two different test areas with different land cover/use classes were selected in Istanbul in order to examine the effects of noise on optical satellite images. In this context, Landsat 8 and Sentinel 2 satellite images from the same date (July 1, 2020) were used to examine the effects of denoising methods on different spatial resolutions. Due to the lack of raw images of the selected satellites, two different types of noise (i.e. Gaussian and Stripe) were added to the images. In this context, four different denoising methods selected by using filtering techniques in the spatial domain and methods based on the application of different threshold values in the frequency domain were compared. The ones used in the first approach are the Median Filter and Block Mapping and 3D Filtering methods, which are mainly dependent on the neighborhood relationship of the pixels applied in the spatial domain. In the second approach, Curvelet and wavelet-based Contourlet methods are used in the frequency domain. The quality analysis of denoised images were evaluated as qualitative (statistical methods Peak Signal to Noise Ratio, Mean Square Error), and quantitative (visual analysis). As a main conclusion, Curvelet hard thresholding transform was found as the best method after quality analysis, since the method also effectively preserves edges in homogeneous test area and other fine details in the heterogeneous test area.","Gürültü, Gürültü Giderme, Optik Uydu Görüntüleri, Contourlet Dönüşümü, Curvelet Döüşümü, Blok Eşleme ve 3D Filtreleme, Medyan Filtre.","Noise, Denoising, Optical Satellite Images, Wavelet-based Contourlet Transform, Curvelet Transform, Block Matching and 3D Filtering, Median Filter. ."
494,2021-2022,Uydu Görüntülerindeki GürültülerinYapay Zeka Teknikleri İle Azaltılması,Noise In Satellite Images Reduction With Artificial Intelligence Techniques,"Optik yer gözlem uydu görüntülerinde gürültünün azaltılması, görüntü işlemenin en önemli aşamalarından biridir. Günümüzde gürültü azaltma konularında derin öğrenme algoritmalarının kullanımı yaygınlaşmıştır. Bundan dolayı bu çalışmada, derin öğrenme tabanlı yöntem olan Pix2Pix GAN ile uydu görüntülerinin optik algılayıcısından kaynaklanan şerit hatalarının giderilmesi amaçlanmıştır. Bu amaç doğrultusunda, Landsat-7,8 ve Sentinel-2 uydu görüntülerinden oluşan bir veri seti hazırlanmıştır. Landsat-8 ve Sentinel-2 uydu görüntüleri için şerit hataları sentetik biçimde üretilmiştir ve uydu görüntüleri yeniden oluşturulmuştur. Test verisi olarak Landsat-7, Sentinel- 2, Landsat-8 uydu görüntüleri kullanılmıştır. Üretilen sistemin doğruluğu PSNR ve SSIM metrikleri ile incelenmiştir.","Reducing noise in optical earth observation satellite images is one of the most important stages of image processing. Today, the use of deep learning algorithms in noise reduction issues has become widespread. Therefore, in this study, it is aimed to eliminate lane errors caused by optical sensors of satellite images with Pix2Pix GAN, which is a deep learning- based method. For this purpose, a data set consisting of Landsat- 7,8 and Sentinel-2 satellite images was prepared. For Landsat-8 and Sentinel-2 satellite images, lane faults were generated synthetically and this satellite images were reconstructed. Landsat-7, Sentinel-2, Landsat-8 satellite images were used as test data. PSNR and SSIM metrics were used to examine the accuracy of the produced system.","GAN, Şerit Hatası, Landsat-7,8, Sentinel-2","GAN, Stripe Error, Landsat-7,8, Sentinel-2"
500,2021-2022,Uydu Konsept / Ön Yapısal Tasarım Hesaplayıcısı Geliştirme,Satellite Preliminary Design Tool Development,"Uydu Konsept / Ön Yapısal Tasarım Hesaplayıcısı Geliştirme Projesi kapsamında haberleşme ve gözlem uyduları üzerinde yoğunlaşarak bir uydunun yapısal ön tasarımını gerçekleştirecek bir program hazırlanması amaçlanmıştır. Ayrıca hazırlanan bu programın Python üzerinden tasarımı gerçekleştirilen kullanışlı bir ara yüz aracılığıyla kullanıcıya sunulması hedeflenmiştir. Yapılacak olan tasarımda kullanıcı tarafından tercih edilen fırlatıcıların ve ECSS standartlarının getirdiği kısıtlamaların yanında gerekli olan parametrelerin çok büyük oranda kullanıcıdan alınmasıyla tekdüzelikten kurtulmak ve dinamik bir çıktı amaçlanmıştır. Yapılan araştırma ve kaynak analizleri sonrasında elde edilen ve çeşitli kaynaklardan doğrulanan denklemler; katılık, burkulma ve akma gibi farklı kriterler doğrultusunda uydu yapısal tasarımının yol göstericisi olmaktadırlar. Tasarım sonrasında program tarafından Nastran yazılımı aracılığıyla koşturulan analiz sayesinde tasarımın geçerliliği kullanıcı tarafından irdelenebilmektedir.","Within the scope of the Satellite Preliminary Design Tool Development Project, it is aimed to develop a program that will calculate the structural preliminary design of a satellite by focusing on a communication & observation satellites. In addition, it is aimed to present this program to the user through a useful interface designed via Python. In the design, it is aimed to avoid monotony and to get a dynamic output by taking the necessary parameters from the user in addition to restrictions imposed by the ECSS Standards and the launchers selected by the user. Preliminary sizing of the structural members of spacecraft are evaluated by using analytical solutions of basic structural elements such as plate, beam, bar, shell elements etc. Structural design criteria based on stability (buckling), stiffness (frequency and deflection), and strength (yielding) are applied and the most critical sizing criteria is selected. After assembly of structural CAD model based on preliminary design, the model is automatically converted to NASTRAN FEM model and eigen- analysis and static loading analyses are calculated to verify the design.",uydu; yapısal; ön tasarım; fırlatıcı; ECSS; Python; ara yüz; Nastran; analiz.,satellite; structural; preliminary design; launcher; ECSS; Python; user interface; Nastran; analysis.
506,2021-2022,Uzay Aracı Cayro Kalibrasyonu,Spacecraft Gyroscope Calibration,"Havacılık, denizcilik ve uzay sistemlerinde kullanılan ataletsel navigasyon sistemlerinin önemli birer bileşeni olan jiroskop sensörü sabit eksen etrafındaki hareketleri tanımlamak için açısal hız bilgisi sağlar. Fakat jiroskop sensöründen alınan sinyaller içerisinde bulunan gürültülerden ve hatalardan dolayı navigasyon sistemlerinin güvenirliliği azalmaktadır. Bu sebeple jiroskop sensörü üzerinden sağlanan verilerin doğrudan kullanılması doğru değildir. Jiroskopların performansını olumsuz yönde etkileyen sapma, eksen kaçıklığı ya da orantısal (deterministik) hatalar yanında rastgele (stokastik) hataların tam olarak bilinememesi, jiroskop hizalamasının fırlatmadan sonra değişmesi bu sensörlerin kalibre edilmesi gerektirdiğini göstermektedir. Bu çalışmada, jiroskop algılayıcısı yıldız izleyici sensörü ile entegre bir yapıda iken parametrik hatalarının olasılıksal filtre yapısı kullanılarak belirlenmesi ve kalibre edilmesi amaçlanmıştır. Bu konuda daha önce yapılmış çalışmaların sayısı sınırlı olmakla birlikte, çalışmamızda yeni bir sistem ve ölçüm modeli ile Kalman tabanlı bir filtre yapısı yer almış olup sistemin (parametrik hata tahmini ve kalibrasyonu için) performansı ortaya konulmuştur.","The gyroscope sensor, which is an important component of inertial navigation systems used in aviation, maritime and space systems, provides angular velocity information to identify motion around the axis. However, the reliability of the navigation systems decreases due to the noise and errors in the signals received from the gyroscope sensor. For this reason, it is not correct to directly use the data provided through the gyroscope sensor. The fact that (deterministic) errors such as bias, misalignment or scale factor as well as stochastic ones that the gyroscopes contain and adversely affect the gyroscope performance are not known exactly and that the gyroscope alignment changes after launch shows that these sensors need to be calibrated. In this study, it is aimed to determine and calibrate the parametric errors of an integrated system with gyroscope and star tracker sensors using probabilistic filter structure. Although the number of previous studies on this subject is limited, a new system and measurement model and a Kalman-based filter structure have been included in our study, and the performance of the system (for parametric error estimation and calibration) has been highlighted.","uzay aracı, jiroskop, yıldız takipçisi, kalman filtresi","spacecraft, gyroscope, star tracker, kalman filtering"
